date,sales,day_of_week,day_of_year,month,quarter,year,is_weekend,is_holiday_season,sales_lag_1,sales_lag_7,sales_lag_30,rolling_mean_7,rolling_mean_30,rolling_std_7,is_month_start,is_month_end,is_quarter_end,week_of_year
2022-02-07,1613.9,0,38,2,1,2022,0,0,1218.73,1512.93,1430.57,1483.8042857142857,1478.906,283.6201902696112,0,0,0,6
2022-02-08,1624.71,1,39,2,1,2022,0,0,1613.9,1330.37,1358.91,1525.8528571428574,1487.766,278.8602510645943,0,0,0,6
2022-02-09,1554.77,2,40,2,1,2022,0,0,1624.71,1794.53,1840.21,1491.6014285714284,1478.2513333333334,253.973394041485,0,0,0,6
2022-02-10,1720.4,3,41,2,1,2022,0,0,1554.77,1578.46,1404.43,1511.8785714285716,1488.7836666666667,267.3764968746345,0,0,0,6
2022-02-11,1471.58,4,42,2,1,2022,0,0,1720.4,1785.57,1652.77,1467.0228571428574,1482.744,238.59794548670197,0,0,0,6
2022-02-12,1315.19,5,43,2,1,2022,1,0,1471.58,1065.07,1551.89,1502.7542857142855,1474.8539999999998,179.87210723706934,0,0,0,6
2022-02-13,1359.48,6,44,2,1,2022,1,0,1315.19,1218.73,1855.42,1522.8614285714286,1458.3226666666667,147.84648315381534,0,0,0,6
2022-02-14,1723.55,0,45,2,1,2022,0,0,1359.48,1613.9,1108.35,1538.5257142857142,1478.8293333333336,164.0232644939038,0,0,0,7
2022-02-15,1758.14,1,46,2,1,2022,0,0,1723.55,1624.71,1106.37,1557.5871428571427,1500.555,182.42858179885602,0,0,0,7
2022-02-16,1487.78,2,47,2,1,2022,0,0,1758.14,1554.77,1445.24,1548.017142857143,1501.9730000000002,184.3480093658239,0,0,0,7
2022-02-17,1431.5,3,48,2,1,2022,0,0,1487.78,1720.4,1219.47,1506.7457142857143,1509.0406666666668,171.19297628282075,0,0,0,7
2022-02-18,1858.47,4,49,2,1,2022,0,0,1431.5,1471.58,1462.18,1562.015714285714,1522.2503333333334,214.83798010416396,0,0,0,7
2022-02-19,1421.92,5,50,2,1,2022,1,0,1858.47,1315.19,1430.24,1577.2628571428572,1521.9730000000002,197.4878454246622,0,0,0,7
2022-02-20,1265.11,6,51,2,1,2022,1,0,1421.92,1359.48,1569.83,1563.7814285714285,1511.8156666666666,217.08158431248404,0,0,0,7
2022-02-21,1915.43,0,52,2,1,2022,0,0,1265.11,1723.55,1301.77,1591.1928571428573,1532.2710000000002,250.20574931538903,0,0,0,8
2022-02-22,1705.54,1,53,2,1,2022,0,0,1915.43,1758.14,1535.26,1583.6785714285713,1537.9470000000001,245.0939177423316,0,0,0,8
2022-02-23,1870.57,2,54,2,1,2022,0,0,1705.54,1487.78,1699.8,1638.3628571428574,1543.6393333333333,262.2351772559802,0,0,0,8
2022-02-24,1709.34,3,55,2,1,2022,0,0,1870.57,1431.5,1474.18,1678.0542857142857,1551.4779999999998,246.24560089858252,0,0,0,8
2022-02-25,2013.91,4,56,2,1,2022,0,0,1709.34,1858.47,1429.52,1700.26,1570.9576666666667,270.99168203716624,0,0,0,8
2022-02-26,1673.74,5,57,2,1,2022,1,0,2013.91,1421.92,1641.72,1736.234285714286,1572.025,243.17005728893534,0,0,0,8
2022-02-27,1378.78,6,58,2,1,2022,1,0,1673.74,1265.11,1373.62,1752.472857142857,1572.197,207.66948738434237,0,0,0,8
2022-02-28,1867.59,0,59,2,1,2022,0,0,1378.78,1915.43,1550.18,1745.6385714285714,1582.7773333333332,202.126062102223,0,1,0,9
2022-03-01,1824.45,1,60,3,1,2022,0,0,1867.59,1705.54,1456.26,1762.6257142857144,1595.0503333333334,203.18836686328964,1,0,0,9
2022-03-02,1938.76,2,61,3,1,2022,0,0,1824.45,1870.57,1512.93,1772.367142857143,1609.2446666666667,210.72103373214128,0,0,0,9
2022-03-03,1594.6,3,62,3,1,2022,0,0,1938.76,1709.34,1330.37,1755.9757142857143,1618.0523333333333,220.66872160602514,0,0,0,9
2022-03-04,1848.17,4,63,3,1,2022,0,0,1594.6,2013.91,1794.53,1732.2985714285712,1619.8403333333333,195.87987351338148,0,0,0,9
2022-03-05,1609.98,5,64,3,1,2022,1,0,1848.17,1673.74,1578.46,1723.19,1620.891,200.48504233483172,0,0,0,9
2022-03-06,1193.4,6,65,3,1,2022,1,0,1609.98,1378.78,1785.57,1696.707142857143,1601.1519999999998,257.6545869773627,0,0,0,9
2022-03-07,1585.76,0,66,3,1,2022,0,0,1193.4,1867.59,1065.07,1656.4457142857143,1618.5083333333334,248.35349684519693,0,0,0,10
2022-03-08,1463.44,1,67,3,1,2022,0,0,1585.76,1824.45,1218.73,1604.8728571428571,1626.6653333333334,245.1136487913486,0,0,0,10
2022-03-09,1735.02,2,68,3,1,2022,0,0,1463.44,1938.76,1613.9,1575.7671428571427,1630.7026666666666,208.1713482297901,0,0,0,10
2022-03-10,1889.21,3,69,3,1,2022,0,0,1735.02,1594.6,1624.71,1617.8542857142859,1639.5193333333332,239.96677421795397,0,0,0,10
2022-03-11,2013.11,4,70,3,1,2022,0,0,1889.21,1848.17,1554.77,1641.4171428571428,1654.7973333333332,272.27425210096885,0,0,0,10
2022-03-12,1505.08,5,71,3,1,2022,1,0,2013.11,1609.98,1720.4,1626.4314285714283,1647.62,277.13628755713574,0,0,0,10
2022-03-13,1744.5,6,72,3,1,2022,1,0,1505.08,1193.4,1471.58,1705.1599999999999,1656.7173333333333,201.6034825261355,0,0,0,10
2022-03-14,1599.46,0,73,3,1,2022,0,0,1744.5,1585.76,1315.19,1707.1171428571429,1666.193,200.3135467805627,0,0,0,11
2022-03-15,1557.26,1,74,3,1,2022,0,0,1599.46,1463.44,1359.48,1720.5200000000002,1672.7856666666667,183.7454123690326,0,0,0,11
2022-03-16,1810.76,2,75,3,1,2022,0,0,1557.26,1735.02,1723.55,1731.3400000000001,1675.6926666666668,186.94373494004157,0,0,0,11
2022-03-17,1883.05,3,76,3,1,2022,0,0,1810.76,1889.21,1758.14,1730.4599999999998,1679.8563333333332,186.089282603806,0,0,0,11
2022-03-18,1826.9,4,77,3,1,2022,0,0,1883.05,2013.11,1487.78,1703.8585714285714,1691.1603333333333,148.45399157410648,0,0,0,11
2022-03-19,1228.08,5,78,3,1,2022,1,0,1826.9,1505.08,1431.5,1664.287142857143,1684.3796666666667,226.6136832228113,0,0,0,11
2022-03-20,1531.24,6,79,3,1,2022,1,0,1228.08,1744.5,1858.47,1633.8214285714287,1673.472,228.36115040497765,0,0,0,11
2022-03-21,1655.37,0,80,3,1,2022,0,0,1531.24,1599.46,1421.92,1641.8085714285714,1681.2536666666667,227.93638077531963,0,0,0,12
2022-03-22,1957.94,1,81,3,1,2022,0,0,1655.37,1557.26,1265.11,1699.0485714285714,1704.3479999999997,252.18566509806138,0,0,0,12
2022-03-23,1918.94,2,82,3,1,2022,0,0,1957.94,1810.76,1915.43,1714.502857142857,1704.465,263.244693059155,0,0,0,12
2022-03-24,1729.44,3,83,3,1,2022,0,0,1918.94,1883.05,1705.54,1692.5585714285714,1705.2616666666665,253.05820400509623,0,0,0,12
2022-03-25,1799.84,4,84,3,1,2022,0,0,1729.44,1826.9,1870.57,1688.6928571428573,1702.9039999999998,250.86111926151895,0,0,0,12
2022-03-26,1424.53,5,85,3,1,2022,1,0,1799.84,1228.08,1709.34,1716.757142857143,1693.4103333333333,195.6580303074952,0,0,0,12
2022-03-27,1580.52,6,86,3,1,2022,1,0,1424.53,1531.24,2013.91,1723.797142857143,1678.964,188.63077097107475,0,0,0,12
2022-03-28,2039.72,0,87,3,1,2022,0,0,1580.52,1655.37,1673.74,1778.7042857142858,1691.1633333333334,218.90287951944362,0,0,0,13
2022-03-29,1755.11,1,88,3,1,2022,0,0,2039.72,1957.94,1378.78,1749.7285714285713,1703.7076666666667,204.15065061767083,0,0,0,13
2022-03-30,1985.11,2,89,3,1,2022,0,0,1755.11,1918.94,1867.59,1759.1814285714286,1707.625,214.55820604430778,0,0,0,13
2022-03-31,1836.49,3,90,3,1,2022,0,0,1985.11,1729.44,1824.45,1774.4742857142858,1708.0263333333335,215.89592591934365,0,1,1,13
2022-04-01,1803.64,4,91,4,2,2022,0,0,1836.49,1799.84,1938.76,1775.0171428571427,1703.5223333333333,215.97509946860885,1,0,0,13
2022-04-02,1613.05,5,92,4,2,2022,1,0,1803.64,1424.53,1594.6,1801.9485714285713,1704.1373333333331,172.33033525069925,0,0,0,13
2022-04-03,1480.35,6,93,4,2,2022,1,0,1613.05,1580.52,1848.17,1787.6385714285716,1691.8766666666668,196.27704182511604,0,0,0,13
2022-04-04,1859.12,0,94,4,2,2022,0,0,1480.35,2039.72,1609.98,1761.8385714285712,1700.1813333333332,167.35846302956506,0,0,0,14
2022-04-05,1769.01,1,95,4,2,2022,0,0,1859.12,1755.11,1193.4,1763.8242857142857,1719.3683333333333,167.34778415594278,0,0,0,14
2022-04-06,2249.92,2,96,4,2,2022,0,0,1769.01,1985.11,1585.76,1801.6542857142856,1741.507,239.9081765215686,0,0,0,14
2022-04-07,1967.02,3,97,4,2,2022,0,0,2249.92,1836.49,1463.44,1820.3014285714287,1758.2930000000001,248.00331983184913,0,0,0,14
2022-04-08,1863.28,4,98,4,2,2022,0,0,1967.02,1803.64,1735.02,1828.8214285714287,1762.5683333333334,248.3597194547024,0,0,0,14
2022-04-09,1706.83,5,99,4,2,2022,1,0,1863.28,1613.05,1889.21,1842.2185714285713,1756.4890000000003,237.05256684461048,0,0,0,14
2022-04-10,1664.36,6,100,4,2,2022,1,0,1706.83,1480.35,2013.11,1868.5057142857142,1744.864,197.06649807083977,0,0,0,14
2022-04-11,1954.54,0,101,4,2,2022,0,0,1664.36,1859.12,1505.08,1882.1371428571426,1759.846,199.59305421400757,0,0,0,15
2022-04-12,2086.26,1,102,4,2,2022,0,0,1954.54,1769.01,1744.5,1927.4585714285713,1771.238,205.5539227249598,0,0,0,15
2022-04-13,2114.2,2,103,4,2,2022,0,0,2086.26,2249.92,1599.46,1908.07,1788.3960000000002,174.056534015052,0,0,0,15
2022-04-14,1927.42,3,104,4,2,2022,0,0,2114.2,1967.02,1557.26,1902.412857142857,1800.7346666666667,172.45741471585325,0,0,0,15
2022-04-15,1927.03,4,105,4,2,2022,0,0,1927.42,1863.28,1810.76,1911.5200000000002,1804.6103333333333,171.72817774999234,0,0,0,15
2022-04-16,1678.52,5,106,4,2,2022,1,0,1927.03,1706.83,1883.05,1907.4757142857143,1797.7926666666667,177.58561896140233,0,0,0,15
2022-04-17,1380.85,6,107,4,2,2022,1,0,1678.52,1664.36,1826.9,1866.9742857142858,1782.9243333333334,256.893864196684,0,0,0,15
2022-04-18,1805.2,0,108,4,2,2022,0,0,1380.85,1954.54,1228.08,1845.6399999999999,1802.1616666666666,254.60066463647112,0,0,0,16
2022-04-19,2243.81,1,109,4,2,2022,0,0,1805.2,2086.26,1531.24,1868.1471428571429,1825.914,284.61212047945014,0,0,0,16
2022-04-20,2291.81,2,110,4,2,2022,0,0,2243.81,2114.2,1655.37,1893.52,1847.1286666666667,316.3505675670578,0,0,0,16
2022-04-21,2013.96,3,111,4,2,2022,0,0,2291.81,1927.42,1957.94,1905.8828571428571,1848.996,319.5707515670708,0,0,0,16
2022-04-22,2144.03,4,112,4,2,2022,0,0,2013.96,1927.03,1918.94,1936.8828571428571,1856.499,332.23803001835273,0,0,0,16
2022-04-23,1810.43,5,113,4,2,2022,1,0,2144.03,1678.52,1729.44,1955.7271428571428,1859.1986666666667,318.6026420017196,0,0,0,16
2022-04-24,2231.73,6,114,4,2,2022,1,0,1810.43,1380.85,1799.84,2077.281428571429,1873.595,204.65890243920236,0,0,0,16
2022-04-25,2243.96,0,115,4,2,2022,0,0,2231.73,1805.2,1424.53,2139.9614285714283,1900.9093333333333,172.02885595432076,0,0,0,17
2022-04-26,2062.93,1,116,4,2,2022,0,0,2243.96,2243.81,1580.52,2114.1214285714286,1916.9896666666666,167.35139661090085,0,0,0,17
2022-04-27,1944.84,2,117,4,2,2022,0,0,2062.93,2291.81,2039.72,2064.554285714286,1913.827,157.0157114067611,0,0,0,17
2022-04-28,1853.22,3,118,4,2,2022,0,0,1944.84,2013.96,1755.11,2041.5914285714284,1917.0973333333334,176.22662998050413,0,0,0,17
2022-04-29,2130.69,4,119,4,2,2022,0,0,1853.22,2144.03,1985.11,2039.6857142857145,1921.9499999999998,175.00210616419608,0,0,0,17
2022-04-30,1692.65,5,120,4,2,2022,1,0,2130.69,1810.43,1836.49,2022.8600000000001,1917.1553333333331,203.98051165082674,0,1,0,17
2022-05-01,1598.66,6,121,5,2,2022,1,0,1692.65,2231.73,1803.64,1932.4214285714286,1910.3226666666667,234.06313659840833,1,0,0,17
2022-05-02,2020.86,0,122,5,2,2022,0,0,1598.66,2243.96,1613.05,1900.55,1923.9163333333336,196.79426448281635,0,0,0,18
2022-05-03,1961.42,1,123,5,2,2022,0,0,2020.86,2062.93,1480.35,1886.0485714285714,1939.952,186.29445674599395,0,0,0,18
2022-05-04,2382.49,2,124,5,2,2022,0,0,1961.42,1944.84,1859.12,1948.57,1957.3976666666667,265.79092798664044,0,0,0,18
2022-05-05,2267.37,3,125,5,2,2022,0,0,2382.49,1853.22,1769.01,2007.7342857142855,1974.0096666666666,286.3295982405087,0,0,0,18
2022-05-06,2139.6,4,126,5,2,2022,0,0,2267.37,2130.69,2249.92,2009.0071428571428,1970.3323333333333,286.9863384503564,0,0,0,18
2022-05-07,2068.4,5,127,5,2,2022,1,0,2139.6,1692.65,1967.02,2062.6857142857143,1973.7116666666666,250.81297719330888,0,0,0,18
2022-05-08,1863.57,6,128,5,2,2022,1,0,2068.4,1598.66,1863.28,2100.5299999999997,1973.7213333333334,178.76650114977733,0,0,0,18
2022-05-09,2028.28,0,129,5,2,2022,0,0,1863.57,2020.86,1706.83,2101.5899999999997,1984.4363333333333,178.23657499701534,0,0,0,19
2022-05-10,2391.4,1,130,5,2,2022,0,0,2028.28,1961.42,1664.36,2163.0157142857142,2008.6709999999998,195.16661197185252,0,0,0,19
2022-05-11,2249.17,2,131,5,2,2022,0,0,2391.4,2382.49,1954.54,2143.97,2018.492,175.7149504168617,0,0,0,19
2022-05-12,2018.09,3,132,5,2,2022,0,0,2249.17,2267.37,2086.26,2108.3585714285714,2016.2196666666669,171.75343775584946,0,0,0,19
2022-05-13,2150.41,4,133,5,2,2022,0,0,2018.09,2139.6,2114.2,2109.902857142857,2017.4266666666665,172.12934203812048,0,0,0,19
2022-05-14,1752.85,5,134,5,2,2022,1,0,2150.41,2068.4,1927.42,2064.824285714286,2011.6076666666665,219.58702708016403,0,0,0,19
2022-05-15,1681.94,6,135,5,2,2022,1,0,1752.85,1863.57,1927.03,2038.8771428571429,2003.4379999999999,255.17806983322325,0,0,0,19
2022-05-16,2333.4,0,136,5,2,2022,0,0,1681.94,2028.28,1678.52,2082.4657142857145,2025.2673333333335,278.09673166347125,0,0,0,20
2022-05-17,2485.93,1,137,5,2,2022,0,0,2333.4,2391.4,1380.85,2095.9700000000003,2062.1033333333335,297.2353808572144,0,0,0,20
2022-05-18,1994.71,2,138,5,2,2022,0,0,2485.93,2249.17,1805.2,2059.6185714285716,2068.4203333333335,290.8684103638945,0,0,0,20
2022-05-19,2293.86,3,139,5,2,2022,0,0,1994.71,2018.09,2243.81,2099.014285714286,2070.088666666667,302.73939876055897,0,0,0,20
2022-05-20,2116.68,4,140,5,2,2022,0,0,2293.86,2150.41,2291.81,2094.195714285714,2064.2509999999997,302.0526689644893,0,0,0,20
2022-05-21,1845.99,5,141,5,2,2022,1,0,2116.68,1752.85,2013.96,2107.5014285714287,2058.652,286.1423814250853,0,0,0,20
2022-05-22,1834.92,6,142,5,2,2022,1,0,1845.99,1681.94,2144.03,2129.3557142857144,2048.3483333333334,252.03161566604712,0,0,0,20
2022-05-23,2098.84,0,143,5,2,2022,0,0,1834.92,2333.4,1810.43,2095.847142857143,2057.962,235.4276178725487,0,0,0,21
2022-05-24,2240.3,1,144,5,2,2022,0,0,2098.84,2485.93,2231.73,2060.7571428571428,2058.2476666666666,179.18324667913612,0,0,0,21
2022-05-25,2112.89,2,145,5,2,2022,0,0,2240.3,1994.71,2243.96,2077.64,2053.8786666666665,177.48249162476085,0,0,0,21
2022-05-26,2282.54,3,146,5,2,2022,0,0,2112.89,2293.86,2062.93,2076.022857142857,2061.199,175.2212052154157,0,0,0,21
2022-05-27,2238.81,4,147,5,2,2022,0,0,2282.54,2116.68,1944.84,2093.47,2070.998,185.7106421290928,0,0,0,21
2022-05-28,1914.8,5,148,5,2,2022,1,0,2238.81,1845.99,1853.22,2103.2999999999997,2073.0506666666665,171.722097102654,0,0,0,21
2022-05-29,1818.73,6,149,5,2,2022,1,0,1914.8,1834.92,2130.69,2100.9871428571428,2062.652,175.99511695065917,0,0,0,21
2022-05-30,2172.5,0,150,5,2,2022,0,0,1818.73,2098.84,1692.65,2111.5099999999998,2078.647,178.0356013086522,0,0,0,22
2022-05-31,2376.4,1,151,5,2,2022,0,0,2172.5,2240.3,1598.66,2130.9528571428573,2104.5716666666663,200.4635158588122,0,1,0,22
2022-06-01,2342.23,2,152,6,2,2022,0,0,2376.4,2112.89,2020.86,2163.7157142857145,2115.284,215.21758670836257,1,0,0,22
2022-06-02,2124.38,3,153,6,2,2022,0,0,2342.23,2282.54,1961.42,2141.121428571428,2120.716,208.8724623168066,0,0,0,22
2022-06-03,2289.75,4,154,6,2,2022,0,0,2124.38,2238.81,2382.49,2148.3985714285714,2117.6246666666666,213.67534980499224,0,0,0,22
2022-06-04,2091.33,5,155,6,2,2022,1,0,2289.75,1914.8,2267.37,2173.617142857143,2111.7566666666667,190.69155965540176,0,0,0,22
2022-06-05,1731.89,6,156,6,2,2022,1,0,2091.33,1818.73,2139.6,2161.2114285714283,2098.166333333333,218.4339327598907,0,0,0,22
2022-06-06,2367.41,0,157,6,2,2022,0,0,1731.89,2172.5,2068.4,2189.055714285714,2108.133333333333,232.10758538927206,0,0,0,23
2022-06-07,2190.04,1,158,6,2,2022,0,0,2367.41,2376.4,1863.57,2162.432857142857,2119.0156666666667,217.2499478108328,0,0,0,23
2022-06-08,2378.47,2,159,6,2,2022,0,0,2190.04,2342.23,2028.28,2167.61,2130.6886666666664,222.61426047463067,0,0,0,23
2022-06-09,2181.75,3,160,6,2,2022,0,0,2378.47,2124.38,2391.4,2175.805714285714,2123.700333333333,221.8120722486451,0,0,0,23
2022-06-10,2028.79,4,161,6,2,2022,0,0,2181.75,2289.75,2249.17,2138.525714285714,2116.354333333333,221.39907541640306,0,0,0,23
2022-06-11,1758.59,5,162,6,2,2022,1,0,2028.79,2091.33,2018.09,2090.9914285714285,2107.704333333333,264.70501093535376,0,0,0,23
2022-06-12,2013.05,6,163,6,2,2022,1,0,1758.59,1731.89,2150.41,2131.157142857143,2103.1256666666663,218.41874726575762,0,0,0,23
2022-06-13,2347.82,0,164,6,2,2022,0,0,2013.05,2367.41,1752.85,2128.3585714285714,2122.958,214.9856786260094,0,0,0,24
2022-06-14,2176.16,1,165,6,2,2022,0,0,2347.82,2190.04,1681.94,2126.3757142857144,2139.432,214.38513162508457,0,0,0,24
2022-06-15,2410.46,2,166,6,2,2022,0,0,2176.16,2378.47,2333.4,2130.945714285714,2142.0006666666663,220.8966825507003,0,0,0,24
2022-06-16,2068.22,3,167,6,2,2022,0,0,2410.46,2181.75,2485.93,2114.727142857143,2128.0769999999998,220.71256252679171,0,0,0,24
2022-06-17,2310.22,4,168,6,2,2022,0,0,2068.22,2028.79,1994.71,2154.9314285714286,2138.594,227.96263732086842,0,0,0,24
2022-06-18,1841.09,5,169,6,2,2022,1,0,2310.22,1758.59,2293.86,2166.717142857143,2123.5016666666666,205.0363288716,0,0,0,24
2022-06-19,1927.48,6,170,6,2,2022,1,0,1841.09,2013.05,2116.68,2154.4928571428572,2117.195,217.8738796272045,0,0,0,24
2022-06-20,2334.8,0,171,6,2,2022,0,0,1927.48,2347.82,1845.99,2152.632857142857,2133.4886666666666,215.99584445958584,0,0,0,25
2022-06-21,2200.97,1,172,6,2,2022,0,0,2334.8,2176.16,1834.92,2156.177142857143,2145.6903333333335,216.64881265266513,0,0,0,25
2022-06-22,2274.6,2,173,6,2,2022,0,0,2200.97,2410.46,2098.84,2136.7685714285717,2151.549,195.0844267173039,0,0,0,25
2022-06-23,2485.4,3,174,6,2,2022,0,0,2274.6,2068.22,2240.3,2196.365714285714,2159.719,231.0590947396463,0,0,0,25
2022-06-24,2250.0,4,175,6,2,2022,0,0,2485.4,2310.22,2112.89,2187.7628571428572,2164.289333333333,227.20240819691213,0,0,0,25
2022-06-25,2163.88,5,176,6,2,2022,1,0,2250.0,1841.09,2282.54,2233.8757142857144,2160.3340000000003,170.89429362982884,0,0,0,25
2022-06-26,1870.97,6,177,6,2,2022,1,0,2163.88,1927.48,2238.81,2225.802857142857,2148.0726666666665,188.23530670540063,0,0,0,25
2022-06-27,2421.72,0,178,6,2,2022,0,0,1870.97,2334.8,1914.8,2238.22,2164.97,199.17288796420067,0,0,0,26
2022-06-28,2560.21,1,179,6,2,2022,0,0,2421.72,2200.97,1818.73,2289.54,2189.686,231.61492345413896,0,0,0,26
2022-06-29,1974.86,2,180,6,2,2022,0,0,2560.21,2274.6,2172.5,2246.7200000000003,2183.098,260.7164067845879,0,0,0,26
2022-06-30,2227.62,3,181,6,2,2022,0,0,1974.86,2485.4,2376.4,2209.8942857142856,2178.1386666666667,238.6566583928431,0,1,1,26
2022-07-01,2435.18,4,182,7,3,2022,0,0,2227.62,2250.0,2342.23,2236.348571428571,2181.237,253.6363485010625,1,0,0,26
2022-07-02,2019.53,5,183,7,3,2022,1,0,2435.18,2163.88,2124.38,2215.727142857143,2177.742,266.07338572370645,0,0,0,26
2022-07-03,2106.94,6,184,7,3,2022,1,0,2019.53,1870.97,2289.75,2249.4371428571426,2171.6483333333335,227.22708382543124,0,0,0,26
2022-07-04,2261.87,0,185,7,3,2022,0,0,2106.94,2421.72,2091.33,2226.6014285714286,2177.333,214.71523385083586,0,0,0,27
2022-07-05,2366.56,1,186,7,3,2022,0,0,2261.87,2560.21,1731.89,2198.9371428571426,2198.4886666666666,172.98955832788386,0,0,0,27
2022-07-06,2331.23,2,187,7,3,2022,0,0,2366.56,1974.86,2367.41,2249.847142857143,2197.2826666666665,146.4583906455217,0,0,0,27
2022-07-07,2530.68,3,188,7,3,2022,0,0,2331.23,2227.62,2190.04,2293.1414285714286,2208.637333333333,179.79277084359921,0,0,0,27
2022-07-08,2394.51,4,189,7,3,2022,0,0,2530.68,2435.18,2378.47,2287.3314285714287,2209.172,175.03189303938967,0,0,0,27
2022-07-09,2107.74,5,190,7,3,2022,1,0,2394.51,2019.53,2181.75,2299.932857142857,2206.7050000000004,154.51045571031582,0,0,0,27
2022-07-10,1995.98,6,191,7,3,2022,1,0,2107.74,2106.94,2028.79,2284.0814285714287,2205.6113333333333,181.0262906715091,0,0,0,27
2022-07-11,2285.2,0,192,7,3,2022,0,0,1995.98,2261.87,1758.59,2287.4142857142856,2223.165,180.7637756721132,0,0,0,28
2022-07-12,2293.94,1,193,7,3,2022,0,0,2285.2,2366.56,2013.05,2277.04,2232.528,177.51920825645885,0,0,0,28
2022-07-13,2418.39,2,194,7,3,2022,0,0,2293.94,2331.23,2347.82,2289.4914285714285,2234.8803333333335,184.8586918368163,0,0,0,28
2022-07-14,2296.39,3,195,7,3,2022,0,0,2418.39,2530.68,2176.16,2256.0214285714287,2238.888,152.2445361284025,0,0,0,28
2022-07-15,2403.23,4,196,7,3,2022,0,0,2296.39,2394.51,2410.46,2257.2671428571425,2238.647,153.59622887235736,0,0,0,28
2022-07-16,2371.21,5,197,7,3,2022,1,0,2403.23,2107.74,2068.22,2294.905714285714,2248.7466666666664,142.746151711951,0,0,0,28
2022-07-17,2190.62,6,198,7,3,2022,1,0,2371.21,1995.98,2310.22,2322.7114285714283,2244.76,79.96416518844872,0,0,0,28
2022-07-18,2311.01,0,199,7,3,2022,0,0,2190.62,2285.2,1841.09,2326.3985714285714,2260.424,78.52839962471433,0,0,0,29
2022-07-19,2539.98,1,200,7,3,2022,0,0,2311.01,2293.94,1927.48,2361.5471428571427,2280.8406666666665,110.23896055301506,0,0,0,29
2022-07-20,2298.38,2,201,7,3,2022,0,0,2539.98,2418.39,2334.8,2344.402857142857,2279.6266666666666,109.2529651335648,0,0,0,29
2022-07-21,2053.59,3,202,7,3,2022,0,0,2298.38,2296.39,2200.97,2309.717142857143,2274.714,155.70402175434012,0,0,0,29
2022-07-22,2207.72,4,203,7,3,2022,0,0,2053.59,2403.23,2274.6,2281.787142857143,2272.4846666666663,153.65579647535625,0,0,0,29
2022-07-23,1777.86,5,204,7,3,2022,1,0,2207.72,2371.21,2485.4,2197.022857142857,2248.9,237.10470673764152,0,0,0,29
2022-07-24,2005.21,6,205,7,3,2022,1,0,1777.86,2190.62,2250.0,2170.5357142857147,2240.7403333333336,248.04302253555056,0,0,0,29
2022-07-25,2360.08,0,206,7,3,2022,0,0,2005.21,2311.01,2163.88,2177.5457142857144,2247.280333333333,253.31208576623084,0,0,0,30
2022-07-26,2608.08,1,207,7,3,2022,0,0,2360.08,2539.98,1870.97,2187.2742857142853,2271.8506666666663,270.29018997225603,0,0,0,30
2022-07-27,2404.87,2,208,7,3,2022,0,0,2608.08,2298.38,2421.72,2202.4871428571428,2271.2889999999998,280.3938060249245,0,0,0,30
2022-07-28,2322.11,3,209,7,3,2022,0,0,2404.87,2053.59,2560.21,2240.847142857143,2263.3523333333337,274.9433154739529,0,0,0,30
2022-07-29,2478.44,4,210,7,3,2022,0,0,2322.11,2207.72,1974.86,2279.5214285714283,2280.1383333333333,288.226188922784,0,0,0,30
2022-07-30,1721.34,5,211,7,3,2022,1,0,2478.44,1777.86,2227.62,2271.447142857143,2263.2623333333336,304.9294933649573,0,0,0,30
2022-07-31,2087.25,6,212,7,3,2022,1,0,1721.34,2005.21,2435.18,2283.1671428571426,2251.6646666666666,294.3854723382414,0,1,0,30
2022-08-01,2466.36,0,213,8,3,2022,0,0,2087.25,2360.08,2019.53,2298.35,2266.559,301.6640623828654,1,0,0,31
2022-08-02,2127.68,1,214,8,3,2022,0,0,2466.36,2608.08,2106.94,2229.7214285714285,2267.250333333333,272.7128066561706,0,0,0,31
2022-08-03,2519.7,2,215,8,3,2022,0,0,2127.68,2404.87,2261.87,2246.1257142857144,2275.8446666666664,288.0279197032321,0,0,0,31
2022-08-04,2397.51,3,216,8,3,2022,0,0,2519.7,2322.11,2366.56,2256.8971428571426,2276.8763333333336,292.7148554887668,0,0,0,31
2022-08-05,2282.96,4,217,8,3,2022,0,0,2397.51,2478.44,2331.23,2228.9714285714285,2275.2673333333328,276.956987059277,0,0,0,31
2022-08-06,2138.61,5,218,8,3,2022,1,0,2282.96,1721.34,2530.68,2288.5814285714287,2262.1983333333333,175.98915302072535,0,0,0,31
2022-08-07,2382.67,6,219,8,3,2022,1,0,2138.61,2087.25,2394.51,2330.7842857142855,2261.8036666666667,153.66838699584397,0,0,0,31
2022-08-08,2367.65,0,220,8,3,2022,0,0,2382.67,2466.36,2107.74,2316.6828571428573,2270.467333333333,143.33538382807865,0,0,0,32
2022-08-09,2375.83,1,221,8,3,2022,0,0,2367.65,2127.68,1995.98,2352.132857142857,2283.129,117.08229338294122,0,0,0,32
2022-08-10,2267.85,2,222,8,3,2022,0,0,2375.83,2519.7,2285.2,2316.154285714286,2282.550666666667,93.2856097972129,0,0,0,32
2022-08-11,2207.37,3,223,8,3,2022,0,0,2267.85,2397.51,2293.94,2288.9914285714285,2279.665,93.33073170693703,0,0,0,32
2022-08-12,2457.41,4,224,8,3,2022,0,0,2207.37,2282.96,2418.39,2313.912857142857,2280.9656666666665,112.72728650956387,0,0,0,32
